Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
skateboard screws,63,63,170,,0.27,https://test.proskatersplace.com/shop/skaterboards-and-longboards/board-components-parts/enuff-phillips-skateboard-truck-bolts/,0,0,0.00,0.94,5050000,"[34,34,43,43,65,65,65,65,81,65,65,65]",2026-01-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
trinity frame,19,19,90,0,0.57,https://proskatersplace.com/framemount/trinity/,0,0,0.00,0.08,32400000,"[2,5,23,23,82,10,43,43,12,17,10,10]",2026-01-03,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
trinity frame,31,31,90,0,0.57,https://proskatersplace.com/shop/inline-skating/inline-frames/powerslide-ego-smart-3-x-100-trinity-frames/,0,0,0.00,0.08,32400000,"[2,5,23,23,82,10,43,43,12,17,10,10]",2026-01-03,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
trinity frame,47,47,90,0,0.57,https://proskatersplace.com/shop/inline-skating/inline-frames/powerslide-ego-sl-3-x-110-trinity-frames/,0,0,0.00,0.08,32400000,"[2,5,23,23,82,10,43,43,12,17,10,10]",2026-01-03,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
trinity frame,66,66,90,0,0.57,https://proskatersplace.com/shop/inline-skating/inline-frames/endless-blading-90-lr-low-ride-trinity-frames/,0,0,0.00,0.08,32400000,"[2,5,23,23,82,10,43,43,12,17,10,10]",2026-01-03,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
rossignol junior ski,72,72,30,8,0.65,https://proskatersplace.com/shop/winter-sports/alpine-ski-boots/rossignol-allspeed-jr-70-kids-ski-boots/,0,0,0.00,1,10500000,"[18,18,18,18,18,18,18,100,18,18,18,18]",2026-02-07,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
roller rink lubbock,2,2,70,26,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.06,46100,"[42,26,26,19,19,26,65,15,26,26,26,19]",2026-01-16,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
how to brake on skateboard,66,66,260,30,0.00,https://proskatersplace.com/products/inline-skating/skate-heel-brakes/,0,0,0.00,0,4470000,"[12,67,12,12,12,15,54,15,67,29,19,29]",2025-12-28,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",informational,Organic
where to buy roller skates in store,24,24,30,32,0.66,https://proskatersplace.com/,0,0,0.00,1,16700000,"[35,28,14,14,14,14,14,21,14,14,14,21]",2026-01-25,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
designer skates,91,91,110,50,0.49,https://proskatersplace.com/,0,0,0.00,0.94,4170000,"[5,8,7,3,3,5,7,4,5,7,8,8]",2025-12-28,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
powerslide zoom,25,25,170,9,0.42,https://proskatersplace.com/shop/inline-skating/inline-skates/powerslide-zoom-pro-black-80-inline-skates/,0,0,0.00,1,729000,"[44,35,35,35,35,44,28,35,18,23,18,18]",2026-02-07,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
pic skates,53,53,110,7,0.00,https://proskatersplace.com/,0,0,0.00,0.71,4250000,"[15,19,15,12,29,19,15,19,12,12,15,12]",2025-12-31,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, navigational",Organic
size 13 mens rollerblades,43,43,40,4,0.40,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,134000,"[71,42,42,71,57,71,57,71,0,42,42,100]",2026-02-18,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
rollerblading workout,22,22,50,29,0.38,https://proskatersplace.com/5-health-benefits-of-rollerblading/,0,0,0.00,0.61,836000,"[10,12,12,12,17,12,17,17,5,5,5,5]",2026-01-01,"Sitelinks, Video, Image, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
roller slates,55,55,210,48,0.41,https://proskatersplace.com/,0,0,0.00,1,53400000,"[53,53,53,66,53,53,43,43,43,43,43,53]",2026-02-05,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know",commercial,Organic
ski poles alpine,38,38,390,,0.50,https://proskatersplace.com/products/winter-sports/alpine-poles/,0,0,0.00,0.17,13700000,"[4,3,2,1,2,1,1,5,2,20,54,100]",2026-02-03,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
best rollerblade bearings,7,7,30,6,0.47,https://proskatersplace.com/products/inline-skating/inline-skate-bearings/,0,0,0.00,1,514000,"[14,9,9,9,14,19,9,19,19,9,9,14]",2025-12-20,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
best rollerblade bearings,26,26,30,6,0.47,https://proskatersplace.com/inline-skate-bearings/,0,0,0.00,1,514000,"[14,9,9,9,14,19,9,19,19,9,9,14]",2025-12-20,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
best rollerblade bearings,27,27,30,6,0.47,https://proskatersplace.com/inline-skate-bearings/,0,0,0.00,1,514000,"[14,9,9,9,14,19,9,19,19,9,9,14]",2025-12-20,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
roller skates size 12 mens,69,69,110,10,0.41,https://proskatersplace.com/products/roller-skating/roller-skates/,0,0,0.00,1,2880000,"[3,20,5,8,16,3,20,8,5,10,3,3]",2026-01-26,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
usa skate shop,67,67,720,45,0.31,https://proskatersplace.com/,0,0,0.00,1,87300000,"[43,20,3,8,16,10,0,4,10,8,20,54]",2026-02-02,"Knowledge panel, Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
what are rollerblades,26,26,170,,0.20,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,0.23,3360000,"[22,35,43,4,81,100,54,6,2,81,2,4]",2026-01-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
stunt scooter for adults,39,39,40,6,0.34,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,1,16200000,"[11,100,55,44,11,33,55,11,44,55,44,77]",2026-01-01,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
stunt scooters for 12 year olds,28,28,40,2,0.00,https://proskatersplace.com/products/scooters/trick-scooters/,0,0,0.00,1,350000,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-01-14,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
skating safety gear,33,33,90,11,0.40,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,0.05,12700000,"[6,34,6,6,34,34,21,21,21,34,65,65]",2025-12-31,"Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
skiboard,23,23,1000,27,0.77,https://proskatersplace.com/what-are-skiboards/,0,0,0.00,1,1660000,"[54,100,29,10,20,16,0,3,0,4,16,8]",2026-02-24,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
skiboard,26,26,1000,27,0.77,https://proskatersplace.com/what-are-skiboards/,0,0,0.00,1,1660000,"[54,100,29,10,20,16,0,3,0,4,16,8]",2026-02-24,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
buy inline skates near me,17,17,110,50,0.53,https://proskatersplace.com/,0,0,0.00,0.36,12700000,"[26,34,65,26,34,42,34,34,53,42,42,100]",2026-01-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",transactional,Organic
rollerblading protective gear,8,8,50,6,0.36,https://proskatersplace.com/5-essential-inline-skates-protection-gear-to-enhance-safety/,0,0,0.00,0.86,459000,"[9,15,15,21,21,21,21,21,15,21,9,21]",2026-02-03,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
rollerblading protective gear,10,10,50,6,0.36,https://proskatersplace.com/5-essential-inline-skates-protection-gear-to-enhance-safety/,0,0,0.00,0.86,459000,"[9,15,15,21,21,21,21,21,15,21,9,21]",2026-02-03,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
skate wheel brands,69,69,70,,0.22,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,0.68,14200000,"[17,23,41,17,52,64,41,52,64,41,41,41]",2026-02-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
skate wheels for sale,59,59,50,13,0.27,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,1,17100000,"[9,9,9,9,9,9,9,9,9,66,80,80]",2026-02-19,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
adjustable inline skate,74,74,40,0,0.47,https://proskatersplace.com/,0,0,0.00,0.9,3950000,"[0,0,0,0,0,0,0,29,52,52,0,100]",2026-01-02,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
online skates,25,25,30,56,0.46,https://proskatersplace.com/,0,0,0.00,0.71,29400000,"[5,12,0,5,0,2,0,2,35,2,12,5]",2026-01-06,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
swix hat,22,22,260,9,0.53,https://proskatersplace.com/shop/winter-sports/nordic-clothing/swix-tista-beanie-nordic-ski-hat/,0,0,0.00,1,588000,"[48,88,72,32,11,5,3,3,4,5,7,21]",2026-01-03,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
abec 9 bearings,58,58,480,5,0.38,https://proskatersplace.com/shop/roller-skating/roller-skate-bearings/wicked-abec-9-freespin-bearings/,0,0,0.00,0.9,899000,"[48,39,48,39,48,59,48,39,39,48,48,48]",2026-01-07,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
abec 9 bearings,60,60,480,5,0.38,https://proskatersplace.com/shop/roller-skating/roller-skate-bearings/wicked-abec-9-freespin-bearings/,0,0,0.00,0.9,899000,"[48,39,48,39,48,59,48,39,39,48,48,48]",2026-01-07,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
best bearings for speed skating,26,26,50,16,0.33,https://proskatersplace.com/products/roller-skating/roller-skate-bearings/,0,0,0.00,0.24,1030000,"[18,18,18,18,18,36,100,100,100,100,18,18]",2026-02-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos, Discussions and forums, AI overview",commercial,Organic
best bearings for speed skating,38,38,50,16,0.33,https://proskatersplace.com/products/roller-skating/roller-skate-bearings/,0,0,0.00,0.24,1030000,"[18,18,18,18,18,36,100,100,100,100,18,18]",2026-02-26,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos, Discussions and forums, AI overview",commercial,Organic
best women's inline skates,29,29,110,20,0.57,https://proskatersplace.com/7-best-inline-skate-brands/,0,0,0.00,1,2620000,"[15,81,11,3,6,15,54,3,6,15,5,5]",2026-01-03,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
roller skating plates,70,70,140,0,0.25,https://proskatersplace.com/products/roller-skating/roller-skate-parts/,0,0,0.00,1,4800000,"[5,14,17,39,11,17,7,14,17,21,7,7]",2026-02-02,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
roller skates price,24,24,110,22,0.18,https://proskatersplace.com/,0,0,0.00,0.85,12800000,"[44,12,7,0,29,10,0,15,19,0,23,5]",2025-12-29,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
skate shop philadelphia pa,96,96,110,34,0.31,https://proskatersplace.com/,0,0,0.00,0.32,644000,"[19,34,42,7,34,80,65,53,26,42,65,19]",2026-02-21,"Local pack, Video, Image, Related searches",commercial,Organic
rollarblade,3,0,90,30,0.39,https://proskatersplace.com/,0,0,0.00,1,10700000,"[0,66,2,66,0,0,35,0,14,8,14,0]",2026-02-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","commercial, navigational",People also ask
rollarblade,40,40,90,30,0.39,https://proskatersplace.com/,0,0,0.00,1,10700000,"[0,66,2,66,0,0,35,0,14,8,14,0]",2026-02-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know","commercial, navigational",Organic
wplace anarchy,41,41,480,23,0.00,https://proskatersplace.com/brand/anarchy-aggressive/,0,0,0.00,0,20700000,"[100,0,0,0]",2026-01-28,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
motorized skates,59,59,210,13,0.38,https://proskatersplace.com/,0,0,0.00,0.38,1340000,"[35,29,22,35,43,100,43,54,29,29,35,35]",2026-02-02,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
how do you stop on inline skates,19,19,720,24,0.00,https://proskatersplace.com/how-to-stop-on-inline-skates/,0,0,0.00,0,2680000,"[45,13,24,100,100,76,76,8,55,67,45,55]",2026-01-31,"Sitelinks, Video, Image, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
toko',26,26,70,32,0.17,https://proskatersplace.com/brand/toko/,0,0,0.00,0.01,373000000,"[0,72,0,0,1,0,0,0,0,0,0,0]",2025-12-27,"Sitelinks, Video, Image, Related searches",commercial,Organic
toko',28,28,70,32,0.17,https://proskatersplace.com/brand/toko/,0,0,0.00,0.01,373000000,"[0,72,0,0,1,0,0,0,0,0,0,0]",2025-12-27,"Sitelinks, Video, Image, Related searches",commercial,Organic
alpine touring ski poles,55,55,40,11,0.51,https://proskatersplace.com/shop/winter-sports/alpine-poles/swix-techlite-performance-junior-alpine-ski-poles/,0,0,0.00,1,10700000,"[9,52,100,9,9,9,9,9,9,9,9,9]",2026-01-12,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
vintage white roller skates,78,78,40,,0.00,https://proskatersplace.com/shop/roller-skating/roller-skates/playlife-classic-white-roller-skates/,0,0,0.00,0.42,4010000,"[18,18,18,18,18,18,18,100,100,18,18,18]",2026-01-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
rollerblade protective gear,7,7,170,15,0.36,https://proskatersplace.com/5-essential-inline-skates-protection-gear-to-enhance-safety/,0,0,0.00,0.86,656000,"[15,15,15,23,23,28,35,23,15,35,44,44]",2026-01-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","navigational, transactional",Organic
how to get skate bearings out of wheels,28,28,110,22,0.11,https://proskatersplace.com/how-to-take-bearings-out-of-skate-wheels/,0,0,0.00,0.01,13100000,"[34,34,34,15,34,65,53,34,26,42,53,100]",2026-01-21,"Sitelinks, Video, Image, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to get skate bearings out of wheels,29,29,110,22,0.11,https://proskatersplace.com/how-to-take-bearings-out-of-skate-wheels/,0,0,0.00,0.01,13100000,"[34,34,34,15,34,65,53,34,26,42,53,100]",2026-01-21,"Sitelinks, Video, Image, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
roller derby brand,3,3,110,41,0.39,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.57,6100000,"[33,42,52,66,66,52,52,66,66,42,52,42]",2026-02-06,"Knowledge panel, Sitelinks, Video, People also ask, Popular products, Related searches",navigational,People also ask
fischer scs skate ski,16,16,40,6,0.69,https://proskatersplace.com/shop/winter-sports/cross-country-skis/fischer-scs-skate-ifp-cross-country-skis/,0,0,0.00,1,48700,"[52,52,9,9,9,9,9,4,9,9,9,9]",2026-02-19,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
skating rink sapulpa,3,3,70,24,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,11100,"[35,23,35,12,23,0,0,23,17,23,23,17]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,People also ask
fischer ski skating,21,21,140,12,0.62,https://proskatersplace.com/shop/winter-sports/cross-country-skis/fischer-scs-skate-ifp-cross-country-skis/,0,0,0.00,1,3070000,"[35,100,44,6,8,8,5,8,11,11,23,44]",2026-02-18,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",transactional,Organic
roller skate stores,19,19,70,61,0.48,https://proskatersplace.com/,0,0,0.00,0.99,41800000,"[23,15,9,6,9,6,4,15,9,6,12,6]",2026-02-12,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
skate shop america,59,59,170,69,0.31,https://proskatersplace.com/,0,0,0.00,1,17400000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2026-02-02,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
skate shop america,65,65,170,69,0.31,https://proskatersplace.com/,0,0,0.00,1,17400000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2026-02-02,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
street rollerblades,12,12,210,13,0.24,https://proskatersplace.com/,0,0,0.00,1,3690000,"[10,8,8,20,16,20,16,13,13,10,8,13]",2026-01-27,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
roller blades adults,24,24,260,33,0.35,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,7660000,"[54,66,54,44,28,35,44,35,35,35,35,35]",2026-01-03,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
kizer frames,13,13,90,,0.00,https://proskatersplace.com/shop/inline-skating/inline-frames/kizer-suspension-skeleton-ufs-black-frames/,0,0,0.00,0.81,231000,"[17,23,17,28,23,12,17,17,23,23,23,17]",2026-01-20,"Video, Image, Popular products, Related searches",commercial,Organic
where do you buy penny boards,11,11,40,17,0.97,https://proskatersplace.com/products/skateboards-and-longboards/penny-boards/,0,0,0.00,0.99,107000000,"[100,18,18,100,18,63,18,18,18,18,18,18]",2026-02-01,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
skate led,7,7,30,0,0.44,https://proskatersplace.com/brand/luminous/,0,0,0.00,0.97,39100000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-01-14,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
skate led,11,11,30,0,0.44,https://proskatersplace.com/brand/luminous/,0,0,0.00,0.97,39100000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-01-14,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
how to ride a penny skateboard,72,72,50,28,0.00,https://proskatersplace.com/products/skateboards-and-longboards/penny-boards/,0,0,0.00,0,997000,"[45,45,36,27,63,63,63,45,63,63,63,63]",2026-02-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums",informational,Organic
fiberglass wheels for roller skates,36,36,40,10,0.35,https://proskatersplace.com/products/roller-skating/roller-skate-wheels/,0,0,0.00,0.94,241000,"[63,63,63,27,18,18,18,18,18,18,18,100]",2026-02-25,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
skater pads,54,54,110,22,0.32,https://proskatersplace.com/products/protection-gear-and-apparel/knee-and-elbow-pads/,0,0,0.00,1,2910000,"[0,0,0,0,100,3,0,0,0,0,0,0]",2026-01-05,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
racing skates,44,44,110,20,0.33,https://proskatersplace.com/,0,0,0.00,0.74,7310000,"[26,80,34,42,26,42,0,19,34,26,34,100]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, Related searches, Things to know",commercial,Organic
men's roller skates size 11,38,38,140,12,0.00,https://proskatersplace.com/,0,0,0.00,0,3490000,"[23,0,44,7,19,15,12,7,23,10,10,12]",2026-01-31,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
speed skates near me,1,0,90,45,0.46,https://proskatersplace.com/rollerblades-speed-skates/,0,0,0.00,0.28,17100000,"[1,13,1,1,2,10,1,8,6,10,3,8]",2026-02-26,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,People also ask
speed skates near me,1,0,90,45,0.46,https://proskatersplace.com/rollerblades-speed-skates/,0,0,0.00,0.28,17100000,"[1,13,1,1,2,10,1,8,6,10,3,8]",2026-02-26,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,People also ask
speed skates near me,1,0,90,45,0.46,https://proskatersplace.com/inline-speed-skates/,0,0,0.00,0.28,17100000,"[1,13,1,1,2,10,1,8,6,10,3,8]",2026-02-26,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,People also ask
speed skates near me,20,0,90,45,0.46,https://proskatersplace.com/,0,0,0.00,0.28,17100000,"[1,13,1,1,2,10,1,8,6,10,3,8]",2026-02-26,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
speed skates near me,25,0,90,45,0.46,https://proskatersplace.com/,0,0,0.00,0.28,17100000,"[1,13,1,1,2,10,1,8,6,10,3,8]",2026-02-26,"Local pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
removable roller skates,51,51,110,23,0.37,https://proskatersplace.com/,0,0,0.00,0.88,1040000,"[2,2,4,2,4,2,2,100,2,1,36,2]",2026-01-15,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
rollerskate backpack,35,35,50,0,0.53,https://proskatersplace.com/shop/protection-gear-and-apparel/backpacks-bags-carriers/inline-skate-backpack/,0,0,0.00,1,747000,"[42,42,42,71,57,57,71,100,100,57,57,100]",2026-02-12,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
outdoor rollerblade wheels,45,45,70,12,0.36,https://proskatersplace.com/products/inline-skating/inline-skate-wheels/,0,0,0.00,1,1170000,"[14,14,14,18,18,14,18,14,14,6,10,4]",2026-01-23,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
pink roller blades,48,48,320,5,0.47,https://proskatersplace.com/,0,0,0.00,1,8930000,"[36,30,24,24,24,24,24,24,24,24,24,30]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
customizable roller skates,41,41,90,5,0.34,https://proskatersplace.com/,0,0,0.00,1,3480000,"[8,0,0,5,2,2,13,0,0,0,0,0]",2026-02-10,"Knowledge panel, Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
carousel fun center,3,3,1300,29,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.03,24000000,"[54,8,36,100,66,54,66,4,20,66,54,100]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
roller skis for sale,30,30,110,8,0.46,https://proskatersplace.com/products/winter-sports/roller-skis/,0,0,0.00,0.99,3180000,"[35,18,14,29,14,14,18,22,29,22,43,43]",2026-02-16,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
canton skateland,5,5,90,26,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,12600,"[64,52,41,52,64,82,41,41,41,41,41,64]",2026-01-18,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
cross country ski outfit,39,39,210,15,0.94,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,7320000,"[67,54,5,12,5,10,7,12,19,29,44,44]",2026-02-16,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
cross country ski outfit,73,73,210,15,0.94,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,7320000,"[67,54,5,12,5,10,7,12,19,29,44,44]",2026-02-16,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
ninja skating,26,26,90,33,0.00,https://proskatersplace.com/shop/inline-skating/inline-skates/psp-pro-powerslide-nn-ninja-urban-skates/,0,0,0.00,0.12,7370000,"[52,52,41,29,52,41,64,64,64,41,82,64]",2025-12-26,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic
ninja skating,51,51,90,33,0.00,https://proskatersplace.com/shop/inline-skating/inline-frames/nn-skates-ninja-vm-rocker-165-195mm-frames/,0,0,0.00,0.12,7370000,"[52,52,41,29,52,41,64,64,64,41,82,64]",2025-12-26,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic
roller skating chambersburg pa,4,4,50,25,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.02,19100,"[64,64,100,64,11,11,11,11,11,11,11,11]",2026-02-18,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
r skin rossignol,50,50,40,12,0.00,https://proskatersplace.com/shop/winter-sports/cross-country-skis/rossignol-r-skin-ultra-medium-ifp-nordic-skis/,0,0,0.00,1,1070000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-01-14,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
rollerblades nearby,21,21,170,51,0.48,https://proskatersplace.com/,0,0,0.00,0.99,1180000,"[35,18,35,100,66,29,29,22,18,18,22,66]",2026-02-07,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
knee and elbow pads for roller skating,48,48,40,6,0.00,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,1,1450000,"[18,18,18,18,18,18,18,18,100,100,18,18]",2026-01-24,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
knee and elbow pads for roller skating,55,55,40,6,0.00,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,1,1450000,"[18,18,18,18,18,18,18,18,100,100,18,18]",2026-01-24,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
inline skates adult,16,16,70,12,0.39,https://proskatersplace.com/,0,0,0.00,0.96,3420000,"[0,0,42,33,14,23,14,23,80,23,19,100]",2026-02-18,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
inline skates adult,39,39,70,12,0.39,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.96,3420000,"[0,0,42,33,14,23,14,23,80,23,19,100]",2026-02-18,"Local pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
best outdoor rollerblades,40,40,140,22,0.45,https://proskatersplace.com/products/inline-skating/off-road-skates/,0,0,0.00,0.97,1350000,"[14,18,35,35,35,35,29,29,29,8,18,10]",2025-12-30,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
inline skates size 10,54,54,50,13,0.35,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,7080000,"[15,8,11,5,11,8,8,8,8,6,8,8]",2026-02-01,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
